bar,flips,dflips,pass,mismatch,starved
2058,46005,21,1844,0,3275
2059,46012,7,1844,0,3276
2060,46068,56,1845,0,3282
2061,46089,21,1847,0,3283
2062,46131,42,1847,0,3289
2063,46152,21,1849,0,3290
2064,46208,56,1849,0,3298
2065,46222,14,1850,0,3299
2066,46278,56,1850,0,3307
2067,46299,21,1852,0,3308
2068,46348,49,1852,0,3315
2069,46369,21,1854,0,3316
2070,46425,56,1854,0,3324
2071,46439,14,1855,0,3325
2072,46495,56,1855,0,3333
2073,46516,21,1857,0,3334
2074,46572,56,1857,0,3342
2075,46586,14,1858,0,3343
2076,46642,56,1858,0,3351
2077,46656,14,1859,0,3352
2078,46663,7,1860,0,3352
2079,46705,42,1863,0,3354
2080,46726,21,1865,0,3355
2081,46775,49,1865,0,3362
2082,46796,21,1867,0,3363
2083,46852,56,1867,0,3371
2084,46866,14,1868,0,3372
2085,46922,56,1868,0,3380
2086,46936,14,1869,0,3381
2087,46950,14,1870,0,3382
2088,46957,7,1871,0,3382
2089,46964,7,1871,0,3383
2090,46978,14,1872,0,3383
2091,46992,14,1873,0,3383
2092,47006,14,1874,0,3383
2093,47027,21,1875,0,3384
2094,47069,42,1876,0,3389
2095,47090,21,1878,0,3390
2096,47139,49,1878,0,3397
2097,47160,21,1880,0,3398
2098,47216,56,1880,0,3406
2099,47230,14,1881,0,3407
2100,47237,7,1882,0,3407
2101,47251,14,1883,0,3407
2102,47258,7,1883,0,3408
2103,47272,14,1884,0,3408
2104,47286,14,1885,0,3408
2105,47307,21,1886,0,3409
2106,47349,42,1886,0,3415
2107,47370,21,1888,0,3416
2108,47426,56,1888,0,3424
2109,47440,14,1889,0,3425
2110,47496,56,1889,0,3433
2111,47517,21,1891,0,3434
2112,47566,49,1891,0,3441
2113,47587,21,1893,0,3442
2114,47643,56,1893,0,3450
2115,47657,14,1894,0,3451
2116,47713,56,1894,0,3459
2117,47734,21,1896,0,3460
2118,47783,49,1896,0,3467
2119,47804,21,1898,0,3468
2120,47860,56,1898,0,3476
2121,47874,14,1899,0,3477
2122,47930,56,1899,0,3485
2123,47951,21,1901,0,3486
2124,47958,7,1902,0,3486
2125,47965,7,1902,0,3487
2126,48007,42,1905,0,3488
2127,48021,14,1906,0,3489
2128,48028,7,1907,0,3489
2129,48070,42,1909,0,3492
2130,48084,14,1910,0,3493
2131,48140,56,1910,0,3501
2132,48161,21,1912,0,3502
2133,48210,49,1912,0,3509
2134,48231,21,1914,0,3510
2135,48287,56,1914,0,3518
2136,48301,14,1915,0,3519
2137,48357,56,1915,0,3527
2138,48378,21,1917,0,3528
2139,48434,56,1917,0,3536
2140,48448,14,1918,0,3537
2141,48504,56,1918,0,3545
2142,48525,21,1920,0,3546
2143,48567,42,1920,0,3552
2144,48588,21,1922,0,3553
2145,48644,56,1922,0,3561
2146,48658,14,1923,0,3562
2147,48714,56,1923,0,3570
2148,48728,14,1924,0,3571
2149,48784,56,1924,0,3579
2150,48805,21,1926,0,3580
2151,48861,56,1926,0,3588
2152,48875,14,1927,0,3589
2153,48931,56,1927,0,3597
2154,48952,21,1929,0,3598
2155,49001,49,1929,0,3605
2156,49022,21,1931,0,3606
2157,49078,56,1931,0,3614
2158,49092,14,1932,0,3615
2159,49099,7,1933,0,3615
2160,49113,14,1934,0,3615
2161,49148,35,1937,0,3615
2162,49162,14,1938,0,3616
2163,49211,49,1938,0,3623
2164,49232,21,1940,0,3624
2165,49288,56,1940,0,3632
2166,49302,14,1941,0,3633
2167,49358,56,1941,0,3641
2168,49379,21,1943,0,3642
2169,49428,49,1943,0,3649
2170,49449,21,1945,0,3650
2171,49505,56,1945,0,3658
2172,49519,14,1946,0,3659
2173,49575,56,1946,0,3667
2174,49589,14,1947,0,3668
2175,49603,14,1948,0,3669
2176,49610,7,1949,0,3669
2177,49617,7,1949,0,3670
2178,49652,35,1952,0,3670
2179,49666,14,1953,0,3671
2180,49722,56,1953,0,3679
2181,49736,14,1954,0,3680
2182,49785,49,1954,0,3687
2183,49806,21,1956,0,3688
2184,49855,49,1956,0,3695
2185,49869,14,1957,0,3696
2186,49883,14,1958,0,3697
2187,49890,7,1959,0,3697
2188,49932,42,1962,0,3699
2189,49946,14,1963,0,3700
2190,50002,56,1963,0,3708
2191,50016,14,1964,0,3709
2192,50030,14,1965,0,3710
2193,50037,7,1966,0,3710
2194,50044,7,1966,0,3711
2195,50065,21,1967,0,3711
2196,50079,14,1968,0,3711
2197,50107,28,1970,0,3712
2198,50149,42,1972,0,3716
2199,50170,21,1974,0,3717
2200,50219,49,1974,0,3724
2201,50240,21,1976,0,3725
2202,50296,56,1976,0,3733
2203,50310,14,1977,0,3734
2204,50366,56,1977,0,3742
2205,50387,21,1979,0,3743
2206,50429,42,1979,0,3749
2207,50450,21,1981,0,3750
2208,50506,56,1981,0,3758
2209,50520,14,1982,0,3759
2210,50576,56,1982,0,3767
2211,50597,21,1984,0,3768
2212,50646,49,1984,0,3775
2213,50667,21,1986,0,3776
2214,50723,56,1986,0,3784
2215,50737,14,1987,0,3785
2216,50793,56,1987,0,3793
2217,50814,21,1989,0,3794
2218,50870,56,1989,0,3802
2219,50884,14,1990,0,3803
2220,50940,56,1990,0,3811
2221,50961,21,1992,0,3812
2222,51010,49,1992,0,3819
2223,51031,21,1994,0,3820
2224,51038,7,1995,0,3820
2225,51045,7,1995,0,3821
2226,51087,42,1998,0,3822
2227,51101,14,1999,0,3823
2228,51108,7,2000,0,3823
2229,51150,42,2002,0,3826
2230,51164,14,2003,0,3827
2231,51220,56,2003,0,3835
2232,51241,21,2005,0,3836
2233,51297,56,2005,0,3844
2234,51311,14,2006,0,3845
2235,51367,56,2006,0,3853
2236,51381,14,2007,0,3854
2237,51395,14,2008,0,3855
2238,51437,42,2010,0,3859
2239,51458,21,2012,0,3860
2240,51514,56,2012,0,3868
2241,51528,14,2013,0,3869
2242,51535,7,2014,0,3869
2243,51584,49,2016,0,3873
2244,51605,21,2018,0,3874
2245,51612,7,2019,0,3874
2246,51619,7,2019,0,3875
2247,51625,6,2020,0,3875
2248,51646,21,2022,0,3876
2249,51667,21,2024,0,3877
2250,51723,56,2024,0,3885
2251,51737,14,2025,0,3886
2252,51793,56,2025,0,3894
2253,51807,14,2026,0,3895
2254,51821,14,2027,0,3896
2255,51863,42,2030,0,3899
2256,51877,14,2031,0,3900
2257,51891,14,2032,0,3901
2258,51898,7,2033,0,3901
2259,51905,7,2033,0,3902
2260,51926,21,2034,0,3902
2261,51940,14,2035,0,3902
2262,51968,28,2037,0,3903
2263,52010,42,2039,0,3907
2264,52031,21,2041,0,3908
2265,52087,56,2041,0,3916
2266,52101,14,2042,0,3917
2267,52157,56,2042,0,3925
2268,52178,21,2044,0,3926
2269,52227,49,2044,0,3933
2270,52248,21,2046,0,3934
2271,52290,42,2046,0,3940
2272,52311,21,2048,0,3941
2273,52318,7,2048,0,3942
2274,52325,7,2048,0,3943
2275,52367,42,2051,0,3944
2276,52381,14,2052,0,3945
2277,52437,56,2052,0,3953
2278,52458,21,2054,0,3954
2279,52514,56,2054,0,3962
2280,52528,14,2055,0,3963
2281,52584,56,2055,0,3971
2282,52605,21,2057,0,3972
2283,52654,49,2057,0,3979
2284,52675,21,2059,0,3980
2285,52731,56,2059,0,3988
2286,52745,14,2060,0,3989
2287,52801,56,2060,0,3997
2288,52822,21,2062,0,3998
2289,52864,42,2062,0,4004
2290,52885,21,2064,0,4005
2291,52948,63,2064,0,4014
2292,52962,14,2065,0,4015
2293,52969,7,2066,0,4015
2294,53011,42,2068,0,4018
2295,53032,21,2070,0,4019
2296,53081,49,2070,0,4026
2297,53102,21,2072,0,4027
2298,53158,56,2072,0,4035
2299,53172,14,2073,0,4036
2300,53228,56,2073,0,4044
2301,53242,14,2074,0,4045
2302,53256,14,2075,0,4046
2303,53263,7,2076,0,4046
2304,53270,7,2076,0,4047
2305,53284,14,2077,0,4047
2306,53298,14,2078,0,4047
2307,53312,14,2079,0,4047
2308,53333,21,2080,0,4048
2309,53340,7,2081,0,4048
2310,53375,35,2084,0,4048
2311,53389,14,2085,0,4049
2312,53445,56,2085,0,4057
2313,53466,21,2087,0,4058
2314,53508,42,2087,0,4064
2315,53529,21,2089,0,4065
2316,53585,56,2089,0,4073
2317,53599,14,2090,0,4074
2318,53655,56,2090,0,4082
2319,53676,21,2092,0,4083
2320,53732,56,2092,0,4091
2321,53746,14,2093,0,4092
2322,53802,56,2093,0,4100
2323,53823,21,2095,0,4101
2324,53872,49,2095,0,4108
2325,53893,21,2097,0,4109
2326,53949,56,2097,0,4117
2327,53963,14,2098,0,4118
2328,54019,56,2098,0,4126
2329,54040,21,2100,0,4127
2330,54082,42,2100,0,4133
2331,54103,21,2102,0,4134
2332,54166,63,2102,0,4143
2333,54180,14,2103,0,4144
2334,54187,7,2104,0,4144
2335,54194,7,2104,0,4145
2336,54215,21,2105,0,4145
2337,54229,14,2106,0,4145
2338,54243,14,2107,0,4145
2339,54257,14,2108,0,4145
2340,54264,7,2108,0,4146
2341,54285,21,2109,0,4146
2342,54299,14,2110,0,4146
2343,54313,14,2111,0,4146
2344,54327,14,2112,0,4146
2345,54334,7,2112,0,4147
2346,54376,42,2116,0,4147
2347,54390,14,2117,0,4148
2348,54446,56,2117,0,4156
2349,54460,14,2118,0,4157
2350,54474,14,2119,0,4158
2351,54481,7,2120,0,4158
2352,54488,7,2120,0,4159
2353,54502,14,2121,0,4159
2354,54516,14,2122,0,4159
2355,54530,14,2123,0,4159
2356,54551,21,2124,0,4160
2357,54593,42,2126,0,4164
2358,54607,14,2127,0,4165
2359,54663,56,2127,0,4173
2360,54684,21,2129,0,4174
2361,54726,42,2129,0,4180
2362,54747,21,2131,0,4181
2363,54803,56,2131,0,4189
2364,54817,14,2132,0,4190
2365,54873,56,2132,0,4198
2366,54894,21,2134,0,4199
2367,54943,49,2134,0,4206
2368,54957,14,2135,0,4207
2369,54971,14,2136,0,4208
2370,54978,7,2137,0,4208
2371,55020,42,2139,0,4211
2372,55034,14,2140,0,4212
2373,55090,56,2140,0,4220
2374,55111,21,2142,0,4221
2375,55167,56,2142,0,4229
2376,55181,14,2143,0,4230
2377,55237,56,2143,0,4238
2378,55258,21,2145,0,4239
2379,55307,49,2145,0,4246
2380,55328,21,2147,0,4247
2381,55384,56,2147,0,4255
2382,55398,14,2148,0,4256
2383,55405,7,2149,0,4256
2384,55447,42,2151,0,4259
2385,55461,14,2152,0,4260
2386,55517,56,2152,0,4268
2387,55538,21,2154,0,4269
2388,55594,56,2154,0,4277
2389,55608,14,2155,0,4278
2390,55664,56,2155,0,4286
2391,55685,21,2157,0,4287
2392,55734,49,2157,0,4294
2393,55755,21,2159,0,4295
2394,55811,56,2159,0,4303
2395,55825,14,2160,0,4304
2396,55881,56,2160,0,4312
2397,55902,21,2162,0,4313
2398,55944,42,2162,0,4319
2399,55965,21,2164,0,4320
2400,56028,63,2164,0,4329
2401,56042,14,2165,0,4330
2402,56091,49,2165,0,4337
2403,56112,21,2167,0,4338
2404,56161,49,2167,0,4345
2405,56175,14,2168,0,4346
2406,56189,14,2169,0,4347
2407,56196,7,2170,0,4347
2408,56203,7,2170,0,4348
2409,56209,6,2171,0,4348
2410,56237,28,2173,0,4350
2411,56251,14,2174,0,4351
2412,56307,56,2174,0,4359
2413,56321,14,2175,0,4360
2414,56335,14,2176,0,4361
2415,56342,7,2177,0,4361
2416,56349,7,2177,0,4362
2417,56384,35,2180,0,4362
2418,56398,14,2181,0,4363
2419,56454,56,2181,0,4371
2420,56475,21,2183,0,4372
2421,56524,49,2183,0,4379
2422,56538,14,2184,0,4380
2423,56587,49,2184,0,4387
2424,56608,21,2186,0,4388
2425,56615,7,2186,0,4389
2426,56622,7,2186,0,4390
2427,56643,21,2187,0,4390
2428,56671,28,2189,0,4390
2429,56685,14,2190,0,4391
2430,56734,49,2190,0,4398
2431,56755,21,2192,0,4399
2432,56811,56,2192,0,4407
2433,56825,14,2193,0,4408
2434,56881,56,2193,0,4416
2435,56902,21,2195,0,4417
2436,56951,49,2195,0,4424
2437,56972,21,2197,0,4425
2438,57028,56,2197,0,4433
2439,57042,14,2198,0,4434
2440,57098,56,2198,0,4442
2441,57119,21,2200,0,4443
2442,57161,42,2200,0,4449
2443,57182,21,2202,0,4450
2444,57245,63,2202,0,4459
2445,57259,14,2203,0,4460
2446,57308,49,2203,0,4467
2447,57329,21,2205,0,4468
2448,57378,49,2205,0,4475
2449,57399,21,2207,0,4476
2450,57455,56,2207,0,4484
2451,57469,14,2208,0,4485
2452,57525,56,2208,0,4493
2453,57546,21,2210,0,4494
2454,57602,56,2210,0,4502
2455,57616,14,2211,0,4503
2456,57672,56,2211,0,4511
2457,57693,21,2213,0,4512
2458,57742,49,2213,0,4519
2459,57763,21,2215,0,4520
2460,57805,42,2215,0,4526
2461,57819,14,2216,0,4527
2462,57833,14,2217,0,4528
2463,57840,7,2218,0,4528
2464,57882,42,2220,0,4531
2465,57896,14,2221,0,4532
2466,57952,56,2221,0,4540
2467,57973,21,2223,0,4541
2468,58029,56,2223,0,4549
2469,58043,14,2224,0,4550
2470,58099,56,2224,0,4558
2471,58120,21,2226,0,4559
2472,58169,49,2226,0,4566
2473,58190,21,2228,0,4567
2474,58246,56,2228,0,4575
2475,58260,14,2229,0,4576
2476,58316,56,2229,0,4584
2477,58337,21,2231,0,4585
2478,58393,56,2231,0,4593
2479,58407,14,2232,0,4594
2480,58414,7,2233,0,4594
2481,58421,7,2233,0,4595
2482,58427,6,2234,0,4595
2483,58455,28,2236,0,4597
2484,58469,14,2237,0,4598
2485,58476,7,2237,0,4599
2486,58490,14,2238,0,4599
2487,58497,7,2238,0,4600
2488,58532,35,2241,0,4600
2489,58546,14,2242,0,4601
2490,58595,49,2242,0,4608
2491,58616,21,2244,0,4609
2492,58672,56,2244,0,4617
2493,58686,14,2245,0,4618
2494,58742,56,2245,0,4626
2495,58763,21,2247,0,4627
2496,58819,56,2247,0,4635
2497,58833,14,2248,0,4636
2498,58889,56,2248,0,4644
2499,58910,21,2250,0,4645
2500,58959,49,2250,0,4652
2501,58980,21,2252,0,4653
2502,59022,42,2252,0,4659
2503,59043,21,2254,0,4660
2504,59050,7,2254,0,4661
2505,59064,14,2255,0,4661
2506,59071,7,2255,0,4662
2507,59106,35,2258,0,4662
2508,59120,14,2259,0,4663
2509,59169,49,2259,0,4670
2510,59190,21,2261,0,4671
2511,59246,56,2261,0,4679
2512,59260,14,2262,0,4680
2513,59316,56,2262,0,4688
2514,59337,21,2264,0,4689
2515,59386,49,2264,0,4696
2516,59407,21,2266,0,4697
2517,59463,56,2266,0,4705
2518,59477,14,2267,0,4706
2519,59533,56,2267,0,4714
2520,59554,21,2269,0,4715
2521,59603,49,2269,0,4722
2522,59617,14,2270,0,4723
2523,59680,63,2270,0,4732
2524,59694,14,2271,0,4733
2525,59701,7,2272,0,4733
2526,59743,42,2274,0,4736
2527,59764,21,2276,0,4737
2528,59813,49,2276,0,4744
2529,59834,21,2278,0,4745
2530,59890,56,2278,0,4753
2531,59904,14,2279,0,4754
2532,59960,56,2279,0,4762
2533,59981,21,2281,0,4763
2534,60037,56,2281,0,4771
2535,60051,14,2282,0,4772
2536,60107,56,2282,0,4780
2537,60121,14,2283,0,4781
2538,60128,7,2284,0,4781
2539,60142,14,2285,0,4781
2540,60149,7,2285,0,4782
2541,60163,14,2286,0,4782
2542,60177,14,2287,0,4782
2543,60198,21,2288,0,4783
2544,60240,42,2288,0,4789
2545,60261,21,2290,0,4790
2546,60317,56,2290,0,4798
2547,60331,14,2291,0,4799
2548,60387,56,2291,0,4807
2549,60408,21,2293,0,4808
2550,60464,56,2293,0,4816
2551,60478,14,2294,0,4817
2552,60534,56,2294,0,4825
2553,60555,21,2296,0,4826
2554,60604,49,2296,0,4833
2555,60625,21,2298,0,4834
2556,60681,56,2298,0,4842
2557,60695,14,2299,0,4843
2558,60751,56,2299,0,4851
2559,60772,21,2301,0,4852
2560,60821,49,2301,0,4859
2561,60835,14,2302,0,4860
2562,60898,63,2302,0,4869
2563,60912,14,2303,0,4870
2564,60919,7,2304,0,4870
2565,60961,42,2307,0,4872
2566,60982,21,2309,0,4873
2567,61031,49,2309,0,4880
2568,61052,21,2311,0,4881
2569,61108,56,2311,0,4889
2570,61122,14,2312,0,4890
2571,61178,56,2312,0,4898
2572,61192,14,2313,0,4899
2573,61206,14,2314,0,4900
2574,61213,7,2315,0,4900
2575,61220,7,2315,0,4901
2576,61262,42,2318,0,4902
2577,61276,14,2319,0,4903
2578,61283,7,2320,0,4903
2579,61325,42,2322,0,4906
2580,61339,14,2323,0,4907
2581,61395,56,2323,0,4915
2582,61416,21,2325,0,4916
2583,61472,56,2325,0,4924
2584,61486,14,2326,0,4925
2585,61493,7,2327,0,4925
2586,61507,14,2328,0,4925
2587,61542,35,2331,0,4925
2588,61556,14,2332,0,4926
2589,61605,49,2332,0,4933
2590,61619,14,2333,0,4934
2591,61633,14,2334,0,4935
2592,61675,42,2334,0,4941
2593,61689,14,2335,0,4942
2594,61703,14,2336,0,4943
2595,61710,7,2337,0,4943
2596,61752,42,2339,0,4946
2597,61766,14,2340,0,4947
2598,61822,56,2340,0,4955
2599,61843,21,2342,0,4956
2600,61899,56,2342,0,4964
2601,61913,14,2343,0,4965
2602,61969,56,2343,0,4973
2603,61990,21,2345,0,4974
2604,62039,49,2345,0,4981
2605,62060,21,2347,0,4982
2606,62116,56,2347,0,4990
2607,62130,14,2348,0,4991
2608,62137,7,2349,0,4991
2609,62179,42,2351,0,4994
2610,62193,14,2352,0,4995
2611,62249,56,2352,0,5003
2612,62270,21,2354,0,5004
2613,62326,56,2354,0,5012
2614,62340,14,2355,0,5013
2615,62396,56,2355,0,5021
2616,62417,21,2357,0,5022
2617,62466,49,2357,0,5029
2618,62487,21,2359,0,5030
2619,62543,56,2359,0,5038
2620,62557,14,2360,0,5039
2621,62613,56,2360,0,5047
2622,62634,21,2362,0,5048
2623,62690,56,2362,0,5056
2624,62704,14,2363,0,5057
2625,62711,7,2364,0,5057
2626,62760,49,2366,0,5061
2627,62781,21,2368,0,5062
2628,62823,42,2368,0,5068
2629,62844,21,2370,0,5069
2630,62893,49,2370,0,5076
2631,62907,14,2371,0,5077
2632,62921,14,2372,0,5078
2633,62928,7,2373,0,5078
2634,62970,42,2375,0,5081
2635,62984,14,2376,0,5082
2636,63040,56,2376,0,5090
2637,63061,21,2378,0,5091
2638,63117,56,2378,0,5099
2639,63131,14,2379,0,5100
2640,63187,56,2379,0,5108
2641,63208,21,2381,0,5109
2642,63257,49,2381,0,5116
2643,63278,21,2383,0,5117
2644,63320,42,2383,0,5123
2645,63341,21,2385,0,5124
2646,63348,7,2385,0,5125
2647,63355,7,2385,0,5126
2648,63361,6,2386,0,5126
2649,63396,35,2388,0,5129
2650,63410,14,2389,0,5130
2651,63466,56,2389,0,5138
2652,63487,21,2391,0,5139
2653,63543,56,2391,0,5147
2654,63557,14,2392,0,5148
2655,63613,56,2392,0,5156
2656,63634,21,2394,0,5157
2657,63683,49,2394,0,5164
2658,63697,14,2395,0,5165
2659,63760,63,2395,0,5174
2660,63774,14,2396,0,5175
2661,63830,56,2396,0,5183
2662,63844,14,2397,0,5184
2663,63858,14,2398,0,5185
2664,63865,7,2399,0,5185
2665,63872,7,2399,0,5186
2666,63907,35,2402,0,5186
2667,63921,14,2403,0,5187
2668,63928,7,2404,0,5187
2669,63977,49,2406,0,5191
2670,63998,21,2408,0,5192
2671,64040,42,2408,0,5198
2672,64061,21,2410,0,5199
2673,64110,49,2410,0,5206
2674,64131,21,2412,0,5207
2675,64187,56,2412,0,5215
2676,64201,14,2413,0,5216
2677,64257,56,2413,0,5224
2678,64271,14,2414,0,5225
2679,64285,14,2415,0,5226
2680,64292,7,2416,0,5226
2681,64299,7,2416,0,5227
2682,64313,14,2417,0,5227
2683,64327,14,2418,0,5227
2684,64341,14,2419,0,5227
2685,64362,21,2420,0,5228
2686,64369,7,2421,0,5228
2687,64404,35,2424,0,5228
2688,64425,21,2426,0,5229
2689,64474,49,2426,0,5236
2690,64495,21,2428,0,5237
2691,64537,42,2428,0,5243
2692,64558,21,2430,0,5244
2693,64565,7,2430,0,5245
2694,64572,7,2430,0,5246
2695,64593,21,2431,0,5246
2696,64621,28,2433,0,5246
2697,64642,21,2435,0,5247
2698,64684,42,2435,0,5253
2699,64705,21,2437,0,5254
2700,64761,56,2437,0,5262
2701,64775,14,2438,0,5263
2702,64831,56,2438,0,5271
2703,64852,21,2440,0,5272
2704,64901,49,2440,0,5279
2705,64922,21,2442,0,5280
2706,64978,56,2442,0,5288
2707,64992,14,2443,0,5289
2708,65048,56,2443,0,5297
2709,65069,21,2445,0,5298
2710,65125,56,2445,0,5306
2711,65139,14,2446,0,5307
2712,65195,56,2446,0,5315
2713,65216,21,2448,0,5316
2714,65223,7,2449,0,5316
2715,65230,7,2449,0,5317
2716,65244,14,2450,0,5317
2717,65258,14,2451,0,5317
2718,65272,14,2452,0,5317
2719,65293,21,2453,0,5318
2720,65300,7,2454,0,5318
2721,65307,7,2454,0,5319
2722,65321,14,2455,0,5319
2723,65335,14,2456,0,5319
2724,65356,21,2457,0,5320
2725,65363,7,2458,0,5320
2726,65384,21,2459,0,5320
2727,65398,14,2460,0,5320
2728,65426,28,2462,0,5321
2729,65475,49,2462,0,5328
2730,65496,21,2464,0,5329
2731,65552,56,2464,0,5337
2732,65566,14,2465,0,5338
2733,65622,56,2465,0,5346
2734,65636,14,2466,0,5347
2735,65650,14,2467,0,5348
2736,65692,42,2470,0,5351
2737,65706,14,2471,0,5352
2738,65720,14,2472,0,5353
2739,65727,7,2473,0,5353
2740,65734,7,2473,0,5354
2741,65748,14,2474,0,5354
2742,65762,14,2475,0,5354
2743,65783,21,2476,0,5355
2744,65790,7,2477,0,5355
2745,65839,49,2479,0,5359
2746,65853,14,2480,0,5360
2747,65902,49,2480,0,5367
2748,65923,21,2482,0,5368
2749,65979,56,2482,0,5376
2750,65993,14,2483,0,5377
2751,66049,56,2483,0,5385
2752,66070,21,2485,0,5386
2753,66119,49,2485,0,5393
2754,66133,14,2486,0,5394
2755,66147,14,2487,0,5395
2756,66154,7,2488,0,5395
2757,66196,42,2490,0,5398
2758,66210,14,2491,0,5399
2759,66266,56,2491,0,5407
2760,66287,21,2493,0,5408
2761,66336,49,2493,0,5415
2762,66357,21,2495,0,5416
2763,66413,56,2495,0,5424
2764,66427,14,2496,0,5425
2765,66434,7,2497,0,5425
2766,66476,42,2499,0,5428
2767,66497,21,2501,0,5429
2768,66546,49,2501,0,5436
2769,66567,21,2503,0,5437
2770,66623,56,2503,0,5445
2771,66637,14,2504,0,5446
2772,66693,56,2504,0,5454
2773,66714,21,2506,0,5455
2774,66770,56,2506,0,5463
2775,66784,14,2507,0,5464
2776,66840,56,2507,0,5472
2777,66854,14,2508,0,5473
2778,66910,56,2508,0,5481
2779,66931,21,2510,0,5482
2780,66987,56,2510,0,5490
2781,67001,14,2511,0,5491
2782,67008,7,2512,0,5491
2783,67050,42,2515,0,5493
2784,67064,14,2516,0,5494
2785,67071,7,2516,0,5495
2786,67120,49,2517,0,5500
2787,67141,21,2519,0,5501
2788,67197,56,2519,0,5509
2789,67211,14,2520,0,5510
2790,67267,56,2520,0,5518
2791,67288,21,2522,0,5519
2792,67337,49,2522,0,5526
2793,67351,14,2523,0,5527
2794,67365,14,2524,0,5528
2795,67372,7,2525,0,5528
2796,67379,7,2525,0,5529
2797,67414,35,2528,0,5529
2798,67428,14,2529,0,5530
2799,67484,56,2529,0,5538
2800,67505,21,2531,0,5539
2801,67554,49,2531,0,5546
2802,67568,14,2532,0,5547
2803,67631,63,2532,0,5556
2804,67645,14,2533,0,5557
2805,67652,7,2534,0,5557
2806,67701,49,2536,0,5561
2807,67722,21,2538,0,5562
2808,67764,42,2538,0,5568
2809,67785,21,2540,0,5569
2810,67841,56,2540,0,5577
2811,67855,14,2541,0,5578
2812,67911,56,2541,0,5586
2813,67932,21,2543,0,5587
2814,67981,49,2543,0,5594
2815,68002,21,2545,0,5595
2816,68058,56,2545,0,5603
2817,68072,14,2546,0,5604
2818,68128,56,2546,0,5612
2819,68149,21,2548,0,5613
2820,68205,56,2548,0,5621
2821,68219,14,2549,0,5622
2822,68275,56,2549,0,5630
2823,68296,21,2551,0,5631
2824,68338,42,2551,0,5637
2825,68359,21,2553,0,5638
2826,68408,49,2553,0,5645
2827,68422,14,2554,0,5646
2828,68436,14,2555,0,5647
2829,68443,7,2556,0,5647
2830,68485,42,2558,0,5650
2831,68499,14,2559,0,5651
2832,68555,56,2559,0,5659
2833,68576,21,2561,0,5660
2834,68632,56,2561,0,5668
2835,68646,14,2562,0,5669
2836,68702,56,2562,0,5677
2837,68723,21,2564,0,5678
2838,68772,49,2564,0,5685
2839,68793,21,2566,0,5686
2840,68849,56,2566,0,5694
2841,68863,14,2567,0,5695
2842,68870,7,2568,0,5695
2843,68919,49,2570,0,5699
2844,68933,14,2571,0,5700
2845,68982,49,2571,0,5707
2846,69003,21,2573,0,5708
2847,69059,56,2573,0,5716
2848,69073,14,2574,0,5717
2849,69129,56,2574,0,5725
2850,69150,21,2576,0,5726
2851,69199,49,2576,0,5733
2852,69213,14,2577,0,5734
2853,69227,14,2578,0,5735
2854,69234,7,2579,0,5735
2855,69276,42,2581,0,5738
2856,69290,14,2582,0,5739
2857,69346,56,2582,0,5747
2858,69367,21,2584,0,5748
2859,69423,56,2584,0,5756
2860,69437,14,2585,0,5757
2861,69444,7,2586,0,5757
2862,69458,14,2587,0,5757
2863,69493,35,2590,0,5757
2864,69507,14,2591,0,5758
2865,69556,49,2591,0,5765
2866,69570,14,2592,0,5766
2867,69584,14,2593,0,5767
2868,69626,42,2593,0,5773
2869,69640,14,2594,0,5774
2870,69654,14,2595,0,5775
2871,69661,7,2596,0,5775
2872,69668,7,2596,0,5776
2873,69689,21,2597,0,5776
2874,69703,14,2598,0,5776
2875,69717,14,2599,0,5776
2876,69773,56,2600,0,5782
2877,69794,21,2602,0,5783
2878,69850,56,2602,0,5791
2879,69864,14,2603,0,5792
2880,69920,56,2603,0,5800
2881,69941,21,2605,0,5801
2882,69990,49,2605,0,5808
2883,70011,21,2607,0,5809
2884,70053,42,2607,0,5815
2885,70074,21,2609,0,5816
2886,70081,7,2609,0,5817
2887,70095,14,2610,0,5817
2888,70102,7,2610,0,5818
2889,70116,14,2611,0,5818
2890,70130,14,2612,0,5818
2891,70144,14,2613,0,5818
2892,70165,21,2614,0,5819
2893,70172,7,2615,0,5819
2894,70214,42,2618,0,5820
2895,70228,14,2619,0,5821
2896,70235,7,2620,0,5821
2897,70277,42,2623,0,5823
2898,70291,14,2624,0,5824
2899,70347,56,2624,0,5832
2900,70361,14,2625,0,5833
2901,70375,14,2626,0,5834
2902,70417,42,2628,0,5838
2903,70431,14,2629,0,5839
2904,70445,14,2630,0,5840
2905,70452,7,2631,0,5840
2906,70459,7,2631,0,5841
2907,70473,14,2632,0,5841
2908,70487,14,2633,0,5841
2909,70508,21,2634,0,5842
2910,70564,56,2634,0,5850
2911,70585,21,2636,0,5851
2912,70641,56,2636,0,5859
2913,70655,14,2637,0,5860
2914,70711,56,2637,0,5868
2915,70732,21,2639,0,5869
2916,70774,42,2639,0,5875
2917,70795,21,2641,0,5876
2918,70844,49,2641,0,5883
2919,70865,21,2643,0,5884
2920,70921,56,2643,0,5892
2921,70935,14,2644,0,5893
2922,70991,56,2644,0,5901
2923,71012,21,2646,0,5902
2924,71068,56,2646,0,5910
2925,71082,14,2647,0,5911
2926,71138,56,2647,0,5919
2927,71159,21,2649,0,5920
2928,71208,49,2649,0,5927
2929,71229,21,2651,0,5928
2930,71285,56,2651,0,5936
